title,author,num_ratings,num_reviews,avg_rating,num_pages,language,series,1_rating_count,2_rating_count,3_rating_count,4_rating_count,5_rating_count,publish_year,publish_month,publish_day,fiction,republish
The Many Adventures of Winnie the Pooh,Jamie Simons,153.0,9.0,3.95,96.0,English,0,5.0,12.0,30.0,44.0,62.0,1998.0,6.0,1.0,1,1
"Works by Caitlin R. Kiernan: Novels by Caitlin R. Kiernan, Short Story Collections by Caitlin R. Kiernan, Daughter of Hounds",Books LLC,8.0,0.0,4.5,30.0,?,0,0.0,1.0,0.0,1.0,6.0,2010.0,6.0,12.0,0,0
The Magdalene Legacy: The Jesus and Mary Bloodline Conspiracy – Revelations Beyond The Da Vinci Code,Laurence Gardner,246.0,19.0,3.74,546.0,English,0,12.0,15.0,69.0,80.0,70.0,2006.0,10.0,23.0,0,1
The Man That Corrupted Hadleyburg,Mark Twain,2180.0,193.0,3.81,150.0,English,0,29.0,121.0,616.0,893.0,521.0,1980.0,10.0,23.0,1,1
"Galileo's Daughter: A Historical Memoir of Science, Faith and Love",Dava Sobel,25426.0,1503.0,3.76,420.0,English,0,761.0,1801.0,6836.0,9535.0,6493.0,2000.0,11.0,1.0,0,1
Fire by Night,Lynn Austin,6738.0,469.0,4.4,429.0,English,1,29.0,103.0,680.0,2226.0,3700.0,2003.0,11.0,1.0,1,1
Life After Life,Kate Atkinson,185372.0,23225.0,3.76,529.0,English,1,7651.0,15853.0,42302.0,67489.0,52077.0,2014.0,1.0,7.0,1,1
G-Man,Stephen Hunter,1753.0,227.0,4.09,443.0,English,1,29.0,62.0,294.0,701.0,667.0,2017.0,5.0,16.0,1,0
Heartburn,Nora Ephron,26161.0,3108.0,3.59,?,?,0,686.0,2637.0,8534.0,9133.0,5171.0,2013.0,7.0,9.0,1,1
The Betamax Theory,Lee Kenny,64.0,4.0,3.63,240.0,?,0,0.0,12.0,14.0,24.0,14.0,2014.0,8.0,9.0,0,1
Three-Martini Lunch,Suzanne Rindell,1931.0,381.0,3.8,500.0,English,0,29.0,124.0,500.0,831.0,447.0,2016.0,4.0,5.0,1,0
Kære dødsbog,Sanne Søndergaard,147.0,9.0,3.33,213.0,Danish,0,9.0,18.0,55.0,45.0,20.0,2008.0,10.0,23.0,0,0
Deltora Quest,Emily Rodda,4782.0,274.0,4.35,752.0,English,1,25.0,104.0,578.0,1539.0,2536.0,2008.0,10.0,1.0,1,1
Just Look Up,Courtney Walsh,874.0,227.0,4.2,416.0,English,1,24.0,23.0,107.0,323.0,397.0,2017.0,7.0,4.0,1,1
Kindred Spirits,Mark Anthony,11968.0,47.0,3.82,307.0,English,1,288.0,965.0,3325.0,3366.0,4024.0,1991.0,4.0,1.0,1,0
The Summer I Turned Pretty Complete Series,Jenny Han,11842.0,776.0,4.44,874.0,English,1,138.0,322.0,1147.0,2876.0,7359.0,2014.0,6.0,14.0,0,0
Tapestry,Lynn Kurland,7491.0,149.0,4.08,358.0,English,1,80.0,293.0,1641.0,2390.0,3087.0,2002.0,8.0,27.0,0,0
Midnight Rising,Lara Adrian,30756.0,908.0,4.23,356.0,English,1,173.0,743.0,4907.0,10982.0,13951.0,2008.0,3.0,25.0,0,0
The 27th Kingdom,Alice Thomas Ellis,148.0,25.0,3.82,159.0,English,0,2.0,10.0,40.0,57.0,39.0,1987.0,10.0,23.0,1,1
Mutants: On Genetic Variety and the Human Body,Armand Marie Leroi,3296.0,233.0,4.05,448.0,English,0,59.0,151.0,621.0,1206.0,1259.0,2003.0,11.0,10.0,0,1
Lavinia,Ursula K. Le Guin,7727.0,1204.0,3.78,279.0,English,0,122.0,590.0,2063.0,3078.0,1874.0,2008.0,4.0,1.0,1,1
Scent of Cloves,Norah Lofts,229.0,14.0,3.89,320.0,English,0,0.0,11.0,66.0,90.0,62.0,2013.0,2.0,11.0,1,1
"A Severe Mercy: A Story of Faith, Tragedy and Triumph",Sheldon Vanauken,14749.0,1005.0,4.28,240.0,English,0,338.0,514.0,1806.0,4069.0,8022.0,2009.0,5.0,26.0,0,1
A Cure for Dreams,Kaye Gibbons,1879.0,102.0,3.82,170.0,English,0,18.0,93.0,539.0,791.0,438.0,1991.0,1.0,3.0,1,0
Social Justice And The City,David Harvey,189.0,15.0,4.22,355.0,English,0,2.0,2.0,31.0,71.0,83.0,2006.0,10.0,23.0,0,1
One Grave at a Time,Jeaniene Frost,41642.0,2115.0,4.25,358.0,English,1,191.0,1067.0,6366.0,14731.0,19287.0,2011.0,8.0,30.0,0,0
Emotional Turmoil,Jason Mowbray,93.0,8.0,4.3,124.0,?,0,5.0,6.0,5.0,17.0,60.0,2014.0,3.0,17.0,0,1
Early Days,Ibn Kathir,93.0,1.0,4.41,332.0,English,1,7.0,1.0,1.0,22.0,62.0,2014.0,1.0,7.0,0,1
Maps of Fate,Reid Lance Rosenthal,191.0,33.0,4.25,450.0,English,1,1.0,10.0,23.0,64.0,93.0,2012.0,4.0,17.0,0,1
Murder in the Air,Bill Crider,196.0,28.0,3.88,272.0,English,1,0.0,10.0,45.0,100.0,41.0,2010.0,8.0,3.0,1,0
You Can Heal Your Life Companion Book,Louise L. Hay,614.0,17.0,4.36,264.0,English,0,10.0,20.0,77.0,141.0,366.0,2002.0,1.0,1.0,0,0
McCarthy's Bar : A Journey of Discovery in Ireland (A Lir Book),Pete McCarthy,9202.0,425.0,3.8,384.0,English,0,194.0,701.0,2456.0,3276.0,2575.0,2001.0,3.0,15.0,0,1
The Cheerleader,Caroline B. Cooney,1168.0,80.0,3.53,179.0,English,1,38.0,149.0,415.0,284.0,282.0,1996.0,8.0,8.0,1,1
My Several Worlds,Pearl S. Buck,279.0,39.0,4.2,472.0,?,0,1.0,3.0,50.0,110.0,115.0,1954.0,11.0,1.0,0,1
Christmas Knight,Christina Skye,283.0,17.0,4.11,385.0,English,1,1.0,7.0,59.0,110.0,106.0,1998.0,10.0,1.0,1,0
The Lotus and the Cross: Jesus Talks with Buddha,Ravi Zacharias,1393.0,139.0,3.95,96.0,English,1,47.0,71.0,267.0,521.0,487.0,2001.0,10.0,1.0,0,0
The Butterfly's Burden,Mahmoud Darwish,3924.0,519.0,4.05,327.0,English,0,78.0,213.0,725.0,1326.0,1582.0,2007.0,1.0,1.0,0,1
Rhythms Of Life,Russell Foster,104.0,7.0,3.82,278.0,?,0,0.0,9.0,27.0,42.0,26.0,2005.0,5.0,5.0,0,1
The Darling Buds of May,H.E. Bates,1519.0,167.0,4.01,160.0,English,1,31.0,77.0,316.0,516.0,579.0,1961.0,10.0,23.0,1,1
As We Are Now,May Sarton,763.0,112.0,3.95,144.0,English,0,6.0,38.0,189.0,285.0,245.0,1992.0,10.0,17.0,1,1
The Secret History of the Pink Carnation,Lauren Willig,20217.0,2144.0,3.69,428.0,English,1,824.0,1860.0,5401.0,6895.0,5237.0,2006.0,12.0,27.0,1,1
The Manticore,Robertson Davies,5061.0,246.0,4.0,288.0,English,1,43.0,182.0,1078.0,2201.0,1557.0,2006.0,2.0,28.0,1,1
Johnny Gone Down,Karan Bajaj,2357.0,169.0,3.47,324.0,English,0,78.0,303.0,812.0,761.0,403.0,2010.0,4.0,1.0,1,0
"Carry On, Mr. Bowditch",Jean Lee Latham,14574.0,947.0,4.12,251.0,English,0,320.0,590.0,2573.0,4631.0,6460.0,2003.0,5.0,19.0,1,1
The Last Supper,Charles McCarry,909.0,69.0,4.12,276.0,English,1,9.0,37.0,153.0,351.0,359.0,2006.0,3.0,23.0,1,1
"Eleanor Roosevelt, Volume 2: The Defining Years, 1933-38",Blanche Wiesen Cook,1498.0,76.0,4.3,736.0,English,1,12.0,28.0,181.0,552.0,725.0,2000.0,6.0,1.0,0,1
Koloni,Jean-Christophe Grangé,2421.0,110.0,3.87,424.0,Turkish,0,37.0,141.0,624.0,922.0,697.0,2009.0,10.0,23.0,1,1
Europe: A History,Norman Davies,3814.0,188.0,4.17,1392.0,English,0,59.0,140.0,560.0,1385.0,1670.0,1998.0,1.0,20.0,0,1
The Struggle,L.J. Smith,32826.0,1209.0,3.49,313.0,English,1,1542.0,4609.0,10443.0,8747.0,7485.0,1999.0,3.0,1.0,0,1
"Two Worlds and in Between: The Best of Caitlin R. Kiernan, Volume One",Caitlín R. Kiernan,248.0,24.0,4.32,576.0,English,0,8.0,2.0,25.0,80.0,133.0,2011.0,11.0,1.0,0,1
Down and Out in the Magic Kingdom,Cory Doctorow,11692.0,1192.0,3.56,208.0,English,0,253.0,1188.0,3920.0,4367.0,1964.0,2003.0,12.0,5.0,1,1
The Bell,Iris Murdoch,5637.0,460.0,3.89,296.0,English,0,68.0,305.0,1339.0,2413.0,1512.0,2001.0,10.0,23.0,1,1
"Charlatan: America's Most Dangerous Huckster, the Man Who Pursued Him, and the Age of Flimflam",Pope Brock,2638.0,474.0,3.82,304.0,English,0,40.0,165.0,699.0,1057.0,677.0,2008.0,2.0,5.0,0,1
Lemonade & Love Potions,Bella Falls,306.0,19.0,4.21,52.0,?,1,3.0,7.0,64.0,81.0,151.0,2018.0,4.0,18.0,0,0
Searching for Eternity,Elizabeth Musser,481.0,76.0,4.19,428.0,English,0,4.0,19.0,70.0,179.0,209.0,2007.0,10.0,1.0,1,0
The Cruelest Month,Louise Penny,47156.0,3863.0,4.15,416.0,English,1,209.0,796.0,7448.0,22044.0,16659.0,2008.0,12.0,30.0,1,1
Sniper's Honor,Stephen Hunter,2877.0,265.0,4.14,414.0,English,1,31.0,99.0,458.0,1142.0,1147.0,2014.0,5.0,20.0,1,0
The True Lives of the Fabulous Killjoys,Gerard Way,2859.0,295.0,4.06,160.0,English,0,67.0,187.0,501.0,864.0,1240.0,2014.0,5.0,7.0,0,0
I Will Bear Witness 1933-41 A Diary of the Nazi Years,Victor Klemperer,1880.0,106.0,4.24,544.0,English,1,39.0,66.0,248.0,588.0,939.0,1999.0,11.0,15.0,0,1
Bare Det Løber Rundt,Finn Søeborg,9.0,0.0,3.56,252.0,Danish,0,0.0,0.0,5.0,3.0,1.0,1989.0,10.0,23.0,0,1
The 4-Hour Work Week: by Timothy Ferriss | Summary & Analysis,Elite Summaries,7.0,0.0,4.43,39.0,English,0,1.0,0.0,0.0,0.0,6.0,?,?,?,0,0
The Vexing,Tamara Leigh,331.0,53.0,4.46,364.0,English,1,2.0,5.0,29.0,97.0,198.0,2017.0,5.0,12.0,0,1
Myra Breckinridge,Gore Vidal,4056.0,203.0,3.54,264.0,English,0,157.0,436.0,1326.0,1340.0,797.0,1968.0,10.0,23.0,1,0
Fractured,Dani Atkins,12106.0,1525.0,3.77,289.0,English,0,325.0,1072.0,3169.0,4037.0,3503.0,2013.0,7.0,1.0,1,0
The Dragons,Douglas Niles,1539.0,16.0,3.97,316.0,English,1,21.0,85.0,400.0,450.0,583.0,1996.0,10.0,1.0,1,1
Lost in Limbo,Angela Roquet,427.0,28.0,4.3,653.0,English,1,1.0,10.0,55.0,155.0,206.0,2013.0,4.0,28.0,0,0
Chinese erotiek,Marc de Smedt,3.0,1.0,4.33,94.0,Dutch,0,?,?,?,?,?,1981.0,10.0,23.0,0,0
Hybrids,Robert J. Sawyer,4445.0,206.0,3.78,400.0,English,1,121.0,320.0,1117.0,1724.0,1163.0,2004.0,11.0,1.0,1,1
The Best Short Stories Of Saki (Collector's Library),Saki,42.0,0.0,4.0,404.0,English,0,0.0,1.0,10.0,19.0,12.0,2008.0,10.0,23.0,1,0
Monster Stick & Other Appalachian Tall Tales,Paul Lepp,15.0,4.0,3.93,160.0,English,0,1.0,0.0,2.0,8.0,4.0,2019.0,10.0,1.0,0,1
The Recruit,Robert Muchamore,26590.0,1933.0,4.23,342.0,English,1,340.0,892.0,3796.0,8776.0,12786.0,2005.0,8.0,30.0,1,1
"Paris, Capital of Modernity",David Harvey,203.0,13.0,4.0,372.0,English,0,1.0,10.0,44.0,81.0,67.0,2005.0,11.0,5.0,0,1
When She Woke,Hillary Jordan,24853.0,4252.0,3.67,344.0,English,0,595.0,2107.0,7310.0,9787.0,5054.0,2011.0,10.0,4.0,1,0
The Penny,Joyce Meyer,2610.0,378.0,3.93,243.0,English,0,46.0,170.0,614.0,879.0,901.0,2007.0,6.0,12.0,0,0
رأيت الله,مصطفى محمود,4994.0,550.0,3.74,166.0,Arabic,0,274.0,521.0,1089.0,1464.0,1646.0,1990.0,10.0,23.0,0,1
Up from the Grave,Jeaniene Frost,25723.0,2389.0,4.29,372.0,English,1,176.0,626.0,3477.0,8707.0,12737.0,2014.0,1.0,28.0,0,0
Scientific Miracles in Ocean and Animals,Yusuf Al-Hajj Ahmad,86.0,2.0,4.35,210.0,English,0,5.0,3.0,4.0,19.0,55.0,?,?,?,0,1
Of All Sad Words,Bill Crider,206.0,32.0,3.91,265.0,English,1,3.0,9.0,50.0,85.0,59.0,2008.0,2.0,19.0,1,0
قصة الحضارة: عصر نابوليون #5,Will Durant,12.0,2.0,4.42,?,Arabic,1,0.0,0.0,2.0,3.0,7.0,2010.0,1.0,23.0,0,1
Bee Season,Myla Goldberg,23765.0,1573.0,3.56,275.0,English,0,695.0,2409.0,7751.0,8596.0,4314.0,2001.0,5.0,15.0,1,1
"Jim Morrison: Life, Death, Legend",Stephen Davis,3519.0,136.0,4.11,?,English,0,47.0,154.0,627.0,1228.0,1463.0,2005.0,7.0,1.0,0,1
Prowl,Amber Garza,204.0,69.0,3.64,216.0,English,1,11.0,33.0,37.0,60.0,63.0,2012.0,1.0,20.0,0,0
"Heaven, Texas",Susan Elizabeth Phillips,28718.0,1246.0,4.07,384.0,English,1,363.0,1183.0,5522.0,10573.0,11077.0,1995.0,4.0,1.0,0,0
Το ψέμα,George Sari,1047.0,13.0,3.96,141.0,"Greek, Modern (1453-)",0,8.0,43.0,255.0,421.0,320.0,1992.0,10.0,23.0,1,1
Amy & Roger's Epic Detour,Morgan Matson,83176.0,8324.0,4.01,368.0,English,0,1873.0,4143.0,16231.0,30115.0,30814.0,2010.0,5.0,4.0,0,0
The Ax,Donald E. Westlake,1720.0,169.0,3.91,352.0,English,0,37.0,114.0,388.0,603.0,578.0,1998.0,5.0,1.0,1,1
Without Stopping,Paul Bowles,241.0,23.0,3.77,400.0,?,0,3.0,16.0,76.0,85.0,61.0,2006.0,10.0,31.0,0,1
Survivors: The Animals and Plants that Time has Left Behind,Richard Fortey,944.0,118.0,3.84,352.0,English,0,19.0,65.0,230.0,365.0,265.0,2012.0,9.0,13.0,0,1
A Week in Winter,Maeve Binchy,39832.0,5159.0,3.82,464.0,English,0,497.0,2181.0,11060.0,16522.0,9572.0,2012.0,10.0,11.0,1,0
A Peep Behind the Scenes,O.F. Walton,360.0,35.0,4.29,264.0,?,0,2.0,11.0,54.0,105.0,188.0,2004.0,1.0,1.0,1,1
Gods in Alabama,Joshilyn Jackson,19595.0,2039.0,3.86,320.0,English,0,246.0,1050.0,4987.0,8308.0,5004.0,2006.0,6.0,13.0,1,1
The Forsaken,Estevan Vega,97.0,19.0,3.26,402.0,English,0,8.0,16.0,34.0,21.0,18.0,2012.0,3.0,13.0,0,1
Dark Lord of Derkholm,Diana Wynne Jones,14194.0,692.0,4.12,328.0,English,1,196.0,605.0,2530.0,4870.0,5993.0,2003.0,8.0,23.0,1,1
The Black Cauldron,Walt Disney Company,107.0,10.0,3.79,96.0,English,0,2.0,8.0,31.0,36.0,30.0,1994.0,9.0,28.0,0,1
Founding Mothers: The Women Who Raised Our Nation,Cokie Roberts,6482.0,1146.0,3.59,384.0,English,0,197.0,640.0,2024.0,2369.0,1252.0,2005.0,2.0,15.0,0,1
The Immortal Dragon,Michael Peterson,34.0,5.0,3.76,527.0,English,0,2.0,1.0,9.0,13.0,9.0,1983.0,7.0,5.0,1,0
Lara and the Silent Place,Kathleen Duey,142.0,3.0,4.14,144.0,Spanish,1,0.0,6.0,29.0,46.0,61.0,2005.0,4.0,21.0,0,1
The Eternity Code,Eoin Colfer,113403.0,2178.0,4.04,352.0,English,1,1317.0,3966.0,24082.0,43164.0,40874.0,2006.0,4.0,6.0,1,1
Night of Cake & Puppets,Laini Taylor,16652.0,3151.0,4.33,256.0,English,1,147.0,426.0,2003.0,5358.0,8718.0,2017.0,9.0,12.0,0,1
A God in Ruins,Kate Atkinson,44201.0,5933.0,3.94,480.0,English,1,1047.0,2528.0,8973.0,17257.0,14396.0,2016.0,1.0,12.0,1,1
The Third Bullet,Stephen Hunter,3849.0,447.0,3.86,477.0,English,1,91.0,273.0,854.0,1508.0,1123.0,2013.0,1.0,15.0,1,0
The Kurdish Bike,Alesa Lightbourne,909.0,134.0,3.94,323.0,English,0,13.0,44.0,204.0,370.0,278.0,2016.0,7.0,22.0,1,1
The Castafiore Emerald,Hergé,8465.0,186.0,3.93,62.0,English,1,88.0,494.0,2128.0,2942.0,2813.0,1975.0,9.0,30.0,1,1
Vulnerable,Amy Lane,1144.0,127.0,3.76,280.0,English,1,103.0,80.0,212.0,345.0,404.0,2005.0,2.0,1.0,0,0
The Last Child - Part 1,Sean Kerr,13.0,7.0,4.77,149.0,?,0,0.0,0.0,0.0,3.0,10.0,2018.0,4.0,21.0,0,0
Version 43,Philip Palmer,317.0,43.0,3.86,529.0,English,1,7.0,22.0,73.0,122.0,93.0,2010.0,10.0,28.0,1,1
All About H. Hatterr,G.V. Desani,324.0,43.0,3.95,316.0,English,0,11.0,22.0,62.0,105.0,124.0,2007.0,10.0,23.0,1,1
A Clash of Kings,George R.R. Martin,725144.0,22798.0,4.41,761.0,English,1,2500.0,8500.0,65030.0,259263.0,389851.0,1999.0,2.0,2.0,1,1
Then There Was You,Kara Isaac,748.0,182.0,4.49,343.0,English,0,5.0,13.0,59.0,206.0,465.0,2017.0,6.0,7.0,1,1
Ik reis alleen,Samuel Bjørk,14603.0,1599.0,4.04,453.0,Dutch,1,101.0,521.0,2743.0,6551.0,4687.0,2015.0,2.0,19.0,1,1
The Gully Dwarves,Dan Parkinson,1604.0,13.0,3.85,313.0,English,1,39.0,134.0,445.0,401.0,585.0,1996.0,6.0,1.0,1,0
The Mercy Thompson Collection,Patricia Briggs,1166.0,32.0,4.64,1267.0,English,1,5.0,4.0,59.0,273.0,825.0,2011.0,7.0,5.0,1,0
Last Things,Jenny Offill,878.0,112.0,3.52,272.0,English,0,19.0,96.0,305.0,327.0,131.0,2015.0,3.0,17.0,1,1
Space,James A. Michener,5441.0,262.0,3.97,808.0,English,0,64.0,275.0,1171.0,2184.0,1747.0,1983.0,9.0,12.0,1,1
A World Without Princes,Soman Chainani,21566.0,2261.0,4.08,433.0,English,1,367.0,1085.0,3965.0,7287.0,8862.0,2014.0,4.0,15.0,0,0
Kiss of Crimson,Lara Adrian,38058.0,1261.0,4.16,387.0,English,1,331.0,1246.0,6718.0,13443.0,16320.0,2007.0,5.0,29.0,0,0
To Say Nothing of the Dog,Connie Willis,30344.0,3562.0,4.13,493.0,English,1,463.0,1186.0,4766.0,11332.0,12597.0,1998.0,12.0,1.0,1,1
Humans,Robert J. Sawyer,5202.0,230.0,3.82,352.0,English,1,103.0,334.0,1342.0,2046.0,1377.0,2011.0,5.0,31.0,1,1
I Was a Teenage Fairy,Francesca Lia Block,6670.0,243.0,3.82,192.0,English,0,198.0,524.0,1733.0,2061.0,2154.0,2000.0,5.0,3.0,1,1
Five Skies,Ron Carlson,1163.0,250.0,3.77,256.0,English,0,30.0,107.0,276.0,439.0,311.0,2007.0,5.0,17.0,1,0
The Stone Raft,José Saramago,6002.0,410.0,3.8,292.0,English,0,114.0,424.0,1556.0,2363.0,1545.0,1996.0,6.0,14.0,1,1
قصة الحضارة: عصر نابوليون #4,Will Durant,11.0,1.0,4.18,478.0,Arabic,1,0.0,0.0,4.0,1.0,6.0,2010.0,1.0,23.0,0,1
A Mammoth Murder,Bill Crider,230.0,27.0,3.85,272.0,English,1,3.0,11.0,60.0,100.0,56.0,2006.0,4.0,18.0,1,0
Wine of the Mystic: The Rubaiyat of Omar Khayyam: A Spiritual Interpretation,Omar Khayyám,311.0,23.0,4.27,226.0,English,0,5.0,11.0,42.0,91.0,162.0,1996.0,6.0,1.0,0,1
Coraline and Other Stories,Neil Gaiman,1430.0,151.0,4.11,278.0,English,0,14.0,24.0,273.0,605.0,514.0,2009.0,10.0,5.0,1,0
When Rabbit Howls,Truddi Chase,15354.0,556.0,4.04,400.0,English,0,284.0,704.0,3226.0,5098.0,6042.0,1990.0,4.0,1.0,0,1
Nick & Norah's Infinite Playlist,Rachel Cohn,76742.0,4721.0,3.71,183.0,English,0,2667.0,6829.0,21094.0,25322.0,20830.0,2006.0,5.0,23.0,1,0
Chase the Moon,Dinah McCall,448.0,20.0,4.02,320.0,English,0,5.0,27.0,93.0,152.0,171.0,2003.0,11.0,25.0,1,1
"The Golden Ratio: The Story of Phi, the World's Most Astonishing Number",Mario Livio,5426.0,334.0,3.79,294.0,?,0,101.0,356.0,1529.0,2038.0,1402.0,2003.0,9.0,23.0,0,1
Le Survenant,Germaine Guèvremont,683.0,34.0,2.81,221.0,French,0,99.0,162.0,239.0,136.0,47.0,2003.0,8.0,1.0,1,1
The Pages of Day and Night,Adonis,112.0,15.0,3.96,108.0,English,0,2.0,10.0,19.0,41.0,40.0,2000.0,10.0,25.0,0,1
The Cry of the Icemark,Stuart Hill,10096.0,562.0,4.11,496.0,English,1,185.0,506.0,1757.0,3207.0,4441.0,2009.0,4.0,1.0,0,1
The Stone Carvers,Jane Urquhart,6136.0,229.0,3.93,400.0,English,0,111.0,300.0,1361.0,2525.0,1839.0,2002.0,10.0,23.0,1,1
Forget You Had a Daughter: Doing Time in the 'Bangkok Hilton': Sandra Gregory's Story,Sandra Gregory,1900.0,120.0,3.91,288.0,English,0,22.0,107.0,464.0,738.0,569.0,2003.0,10.0,1.0,0,1
Women's Madness: Misogyny Or Mental Illness?,Jane M. Ussher,56.0,7.0,4.18,?,?,0,0.0,2.0,6.0,28.0,20.0,2019.0,1.0,1.0,0,1
Magic and Other Misdemeanors,Michael Buckley,17441.0,460.0,4.3,304.0,English,1,137.0,367.0,2442.0,5632.0,8863.0,2007.0,12.0,1.0,1,0
Year of the Griffin,Diana Wynne Jones,8304.0,254.0,4.1,404.0,English,1,111.0,280.0,1624.0,2941.0,3348.0,2012.0,9.0,24.0,1,1
Shadows & Voices,Jason Ellis,57.0,40.0,4.53,262.0,English,1,1.0,2.0,3.0,11.0,40.0,2012.0,4.0,23.0,0,0
The Fox and the Hound,Walt Disney Company,283.0,18.0,3.95,96.0,English,1,5.0,18.0,77.0,69.0,114.0,1994.0,2.0,10.0,1,1
The Hummingbird's Daughter,Luis Alberto Urrea,10196.0,1474.0,4.18,528.0,English,1,131.0,363.0,1520.0,3752.0,4430.0,2006.0,4.0,3.0,1,1
Travels with Herodotus,Ryszard Kapuściński,5504.0,478.0,4.06,288.0,English,0,38.0,239.0,1038.0,2238.0,1951.0,2007.0,6.0,5.0,0,1
"Derwood, Inc",Jeri Massi,318.0,25.0,4.22,272.0,English,1,6.0,11.0,42.0,106.0,153.0,2008.0,1.0,29.0,1,1
"Drawing Down the Moon: Witches, Druids, Goddess-Worshippers, and Other Pagans in America",Margot Adler,6864.0,237.0,4.01,672.0,English,0,121.0,335.0,1477.0,2319.0,2612.0,2006.0,10.0,3.0,0,1
Eastern Standard Tribe,Cory Doctorow,3523.0,245.0,3.48,223.0,English,0,66.0,362.0,1354.0,1281.0,460.0,2005.0,4.0,1.0,1,1
"Controlled Burn: Stories of Prison, Crime, and Men",Scott Wolven,169.0,29.0,4.23,224.0,English,0,1.0,7.0,25.0,55.0,81.0,2005.0,4.0,5.0,1,1
Triste Fim de Policarpo Quaresma,Lima Barreto,2867.0,65.0,3.65,182.0,Portuguese,0,97.0,254.0,855.0,999.0,662.0,1999.0,1.0,28.0,1,1
The PreHistory of The Far Side: A 10th Anniversary Exhibit,Gary Larson,8068.0,163.0,4.52,288.0,English,0,20.0,80.0,664.0,2234.0,5070.0,1989.0,9.0,23.0,1,1
Dead Zero,Stephen Hunter,5433.0,241.0,4.1,406.0,English,1,78.0,175.0,943.0,2170.0,2067.0,2010.0,12.0,28.0,1,0
A Rule Against Murder,Louise Penny,44831.0,3544.0,4.2,322.0,?,1,204.0,647.0,6331.0,20377.0,17272.0,2011.0,3.0,15.0,1,1
The Lost Hours,Karen   White,7941.0,727.0,3.86,343.0,English,0,117.0,448.0,2019.0,3185.0,2172.0,2009.0,4.0,7.0,1,1
The Blue Geranium: A Short Story (Miss Marple),Agatha Christie,543.0,37.0,3.67,32.0,English,0,2.0,38.0,204.0,191.0,108.0,2013.0,6.0,4.0,1,1
Bridge of Birds,Barry Hughart,9217.0,998.0,4.29,278.0,English,1,131.0,291.0,1158.0,2832.0,4805.0,1985.0,4.0,12.0,1,1
The Lovely Bones,Alice Sebold,1866891.0,39071.0,3.8,12.0,English,0,67647.0,142149.0,445291.0,656594.0,555210.0,2002.0,8.0,1.0,1,1
Fantasia: An Algerian Cavalcade,Assia Djebar,831.0,76.0,3.65,227.0,English,0,31.0,98.0,225.0,253.0,224.0,1996.0,7.0,20.0,1,1
Homer Price,Robert McCloskey,19648.0,563.0,4.08,149.0,English,1,292.0,765.0,3999.0,6545.0,8047.0,1976.0,10.0,28.0,1,1
New York,Edward Rutherfurd,29844.0,2873.0,4.13,911.0,Danish,0,278.0,983.0,5047.0,11736.0,11800.0,2011.0,10.0,23.0,1,1
Land of the Minotaurs,Richard A. Knaak,2341.0,15.0,3.84,314.0,English,1,43.0,170.0,695.0,632.0,801.0,1996.0,1.0,1.0,1,1
Holding the Fort,Regina Jennings,806.0,225.0,4.18,345.0,English,1,6.0,25.0,117.0,324.0,334.0,2017.0,12.0,5.0,1,1
The Holcroft Covenant,Robert Ludlum,9874.0,174.0,3.89,547.0,?,0,61.0,373.0,2762.0,4100.0,2578.0,2005.0,4.0,21.0,1,1
Merrick,Anne Rice,37657.0,589.0,3.73,370.0,English,1,771.0,3176.0,11356.0,12672.0,9682.0,2001.0,10.0,2.0,1,1
The Last Ever After,Soman Chainani,16675.0,1658.0,4.3,655.0,English,1,286.0,606.0,2047.0,4650.0,9086.0,2015.0,7.0,21.0,0,0
Reach For The Sky,Paul Brickhill,1043.0,78.0,4.3,384.0,?,0,5.0,11.0,153.0,370.0,504.0,2008.0,3.0,1.0,0,1
Fairy Tales Of Wilhelm Hauff,Wilhelm Hauff,449.0,11.0,4.37,223.0,English,0,0.0,9.0,54.0,146.0,240.0,1969.0,10.0,23.0,1,1
Hominids,Robert J. Sawyer,11260.0,668.0,3.79,444.0,English,1,313.0,760.0,2885.0,4340.0,2962.0,2003.0,2.0,17.0,1,1
My Sunshine Away,M.O. Walsh,15495.0,2020.0,3.59,306.0,English,0,409.0,1506.0,4887.0,5882.0,2811.0,2015.0,2.0,10.0,1,0
Murder Is Easy,Agatha Christie,13910.0,921.0,3.74,288.0,English,1,92.0,851.0,4625.0,5340.0,3002.0,2001.0,11.0,19.0,1,1
The Dark Divine,Bree Despain,35803.0,2524.0,3.8,372.0,English,1,1375.0,3098.0,8715.0,10692.0,11923.0,2009.0,12.0,22.0,0,1
The Civil War in France,Karl Marx,1130.0,42.0,4.16,64.0,English,1,19.0,44.0,188.0,364.0,515.0,1998.0,1.0,1.0,0,1
"Churchill, Hitler and ""The Unnecessary War"": How Britain Lost Its Empire and the West Lost the World",Patrick J. Buchanan,974.0,135.0,4.0,400.0,English,0,48.0,41.0,159.0,344.0,382.0,2008.0,5.0,27.0,0,1
The Beautyful Ones Are Not Yet Born,Ayi Kwei Armah,2361.0,165.0,3.91,191.0,English,0,73.0,161.0,503.0,793.0,831.0,1989.0,10.0,23.0,1,1
World of Wonders,Robertson Davies,4068.0,176.0,4.1,352.0,English,1,25.0,130.0,744.0,1701.0,1468.0,2006.0,2.0,28.0,1,1
